CUSTOMER_ID,CUSTOMER_CATEGORY_ID,CUSTOMER_NAME,CUSTOMER_SECTOR_TYPE,SECTOR_CODE,CUSTOMER_RISK_LEVEL
10000455,1,"Abigail Joshua Clark",2,"903040",""
10000456,1,"Jin Zainab Darwish",2,"903010",""
10000457,1,"Julian Mariam Haddad",2,"903040",""
10000458,1,"Tariq Li",2,"903040",""
10000459,1,"Yuan Lei Smith",2,"903040",""
10000460,1,"Liang Tariq Guo",2,"903040",""
10000461,1,"Henry Chen Michael Young",2,"903040",""
10000462,1,"Taro Nour Anthony Matsumoto El-Sayed",2,"903040",""
10000463,1,"Liang Wei Mustafa Darwish",2,"903040",""
10000464,1,"Scarlett Isabella Harris",2,"903040",""
10000465,2,"Akira Nakamura",2,"903010",""
10000466,1,"Chen Zain",2,"903040",""
10000467,1,"Jin Rahman Huang",2,"903050",""
10000468,1,"Abigail Khadija Victoria Mustafa",2,"903040",""
10000469,1,"Kenji Ota",2,"903040",""
10000470,1,"Joseph Mohamed Carter",2,"903040",""
10000471,1,"Leo Harper Young",2,"903040",""
10000472,2,"Andrew Al-Farooq",2,"903010",""
10000473,1,"Ryan Clark",2,"903010",""
10000474,1,"Tariq Nour Young",2,"903040",""
10000475,1,"Yuan Ethan Thomas",2,"903040",""
10000476,1,"Mia David Fahmy",2,"903040",""
10000477,1,"Emily Jabari Amin",2,"903040",""
10009407,2,"Anthony Emily Liu",2,"911000",""
10009477,1,"Akira Yuan Young",2,"915050",""
10009945,1,"Kenji Chen",2,"915050",""
10010331,1,"Khadija Hao Lewis",2,"911000",""
10010371,1,"Charlotte Nicholas Mariam Tang",2,"911000","LOW RISK"
10010385,1,"Khadija Baker",2,"911000","LOW RISK"
10000478,1,"Yuki Ryan Wei Matsumoto",2,"903040",""
10000479,1,"William Lewis Al-Farooq",2,"903040",""
10000480,3,"Mark Lily Anthony Liu Matsumoto",2,"903040",""
10000481,1,"Ahmed Lily Zhao Wu",2,"903040",""
10000482,2,"Daniel Tanaka",2,"903010",""
10000483,1,"Salma Khadija Thomas",2,"903040",""
10000484,1,"Nicholas Mitchell",2,"903040",""
10000485,1,"Harper Scarlett El-Sayed",2,"903040",""
10000486,1,"Yuan Ali Zain",2,"903040",""
10000487,1,"Mariam Emma Tanaka",2,"903040",""
10000488,1,"Jack Hui Darwish Baker",2,"903040",""
10000489,1,"Chen Johnson Tanaka",2,"903040",""
10000490,1,"Owen Young Rahman",2,"903040",""
10000491,1,"Mia Daniel Tanaka",2,"903040",""
10000492,1,"Sami Hassan Sato",2,"903050",""
10000493,1,"Zhang Jack Sharif",2,"903040",""
10000494,1,"Evelyn Hui Baker Chen",2,"903040","HIGH RISK"
10000495,1,"Jin Tian Deng Ota",2,"903040",""
10000496,1,"Haruto Layla Henry Zhang",2,"903040",""
10000497,1,"Grace James Chloe Moore",2,"903040",""
10000498,1,"Robert Hana Xu",2,"903010",""
10000499,1,"Lei Lin",2,"903010",""
10000500,1,"Kenji Khan",2,"903040",""
10000501,1,"Emma Ava Kobayashi Davis",2,"903040",""
10000502,2,"Alexander Zhao",2,"903010",""
10000503,1,"Amelia Victoria Davis Qureshi",2,"903040",""
10000504,1,"Ryan Ethan Miller",2,"903090",""
10000505,1,"Abigail Ali Hussein Carter",2,"915050",""
10000506,1,"Kenji Tian Youssef Harris",2,"903040",""
10000507,1,"Ahmed Liang Ibrahim Al-Farooq",2,"903040",""
10000508,1,"Minato David Evelyn Tanaka",2,"903040",""
10000509,1,"Ella Minato Mustafa",2,"903040","LOW RISK"
10000510,1,"Mariam Akira Mustafa",2,"903040",""
10000511,1,"Anthony Lin Younis",2,"903040",""
10000512,1,"Mason Jabari",2,"903010",""
10000513,1,"Lucy Alexander Owen Brown",2,"903040",""
10000515,1,"Ella Jack Wu Matsumoto",2,"903040",""
10000516,1,"Ryu Darwish",2,"903040",""
10000517,2,"Jin Mia Li",2,"903010",""
10000518,1,"Lucy Robert Ethan Ota",2,"903040",""
10000519,1,"Taro Fatima Wei Khan Thomas",2,"903040",""
10000520,1,"Lily Moore Thomas",2,"915050",""
10000521,1,"Victoria Zainab Nour Mustafa Hill",2,"903040",""
10000522,1,"Yuan Wang Tang",2,"903040",""
10000523,1,"Mason Youssef Hussein",2,"903040",""
10000524,1,"Michael Hana Minato Lewis Nakamura",2,"903040",""
10000525,1,"Zhang Jin Khan",2,"915050",""
10000526,1,"Harper Kenji Younis",2,"903040",""
10000527,1,"Fatima Thomas Huang",2,"903040",""
10000528,1,"Andrew Grace Xu",2,"903040",""
10000529,1,"Zhang Robert Mitchell",2,"915050",""
10000530,1,"Lily Yang",2,"915050",""
10000531,1,"Lin Thomas Johnson",2,"903040",""
10000532,1,"David Young",2,"903010",""
10009361,1,"Grace Anderson",2,"915050",""
10009362,1,"Wei Hiroshi Harris",2,"915050",""
10009483,1,"Nour Joseph Anderson",2,"915050",""
10009917,2,"Haruto Al-Farsi",2,"911000",""
10009928,2,"Ali Emily Wu",2,"915050",""
10009929,2,"Isabella Omar Lin Carter",2,"910000",""
10010386,1,"Ahmed William Khan",2,"915001","LOW RISK"
10000533,1,"Abigail Mohamed King",2,"903050",""
10000534,1,"Hana Hao Grace Qureshi",2,"903040",""
10000535,1,"Nour David Nasir",2,"903040",""
10000536,1,"Amelia Zainab Deng Lin",2,"903040",""
10000537,1,"Yuan Ethan Chen",2,"903040",""
10000538,1,"Aisha Wei Jabari White",2,"903040",""
10000539,2,"Nathan Clark Ota",2,"903010",""
10000540,2,"Tian Hui Guo",2,"903010",""
10000541,1,"Nicholas Christopher Joseph El-Sayed Young",2,"903010",""
10000542,2,"Isabella Mia Hussein",2,"903010",""
10000543,1,"Taro Fahmy Zain",2,"903050",""
10000544,1,"Ibrahim Zhang Mustafa",2,"903040",""
10000545,1,"Wei Smith Moore",2,"903040",""
10000546,1,"Victoria Guo Zhang",2,"903010",""
10000547,1,"Robert Madison Wang",2,"903040",""
10000548,2,"Tariq Amelia Yuan Nakamura",2,"903030",""
10000549,1,"Madison Khan",2,"903040",""
10000550,1,"Michael Fatima Clark Al-Farooq",2,"903040",""
10000551,1,"Hui Layla Rania Johnson Moore",2,"903040",""
10000552,1,"Evelyn Ahmed Yang",2,"903040",""
10000553,1,"Wei Jack Baker El-Sayed",2,"903050","LOW RISK"
10000554,1,"Kenji Moore",2,"903040",""
10000555,1,"Mark John King",2,"903010",""
10000556,1,"Lin Darwish",2,"903040",""
10000557,2,"Anthony Yang",2,"903040",""
10000558,1,"Benjamin Lucy Khan",2,"903040",""
10000559,1,"Scarlett Wu Qureshi",2,"903090",""
10000560,1,"Jacob Amin Sharif",2,"903040",""
10000561,1,"Haruto Akira Liu",2,"903010",""
10000562,1,"Jack Ahmed Sato",2,"903040",""
10000563,1,"Hao El-Sayed",2,"903090","LOW RISK"
10000564,1,"Robert Fujiwara",2,"903040",""
10000565,1,"Hiroshi Charlotte Charlotte Sharif",2,"903040",""
10000566,3,"Hassan Miller",2,"903010",""
10000567,1,"Jack Sami Wang",2,"903090",""
10000568,1,"Ava Abigail Amin Zain",2,"903090",""
10000569,1,"Mark Haddad Deng",2,"903090",""
10000570,1,"Zhang White",2,"903010",""
10000571,1,"Jacob Lucy Thomas",2,"903040",""
10000572,1,"Mariam Tariq Nakamura",2,"903040",""
10000573,1,"Ava Zainab Zayed Xu",2,"903040",""
10000574,1,"Kenji James Al-Mohammed",2,"903040",""
10000575,1,"Daniel Fatima Ibrahim Deng Huang",2,"903090",""
10000576,1,"Christopher Rania Matthew Mitchell",2,"915050",""
10000577,1,"Yuki Zayed",2,"903090",""
10000578,1,"Kenji Yuki Zainab Al-Mansour",2,"903040",""
10000579,3,"Andrew Olivia Walker Carter",2,"903010",""
10000580,1,"Scarlett Mohamed Johnson",2,"903090",""
10000581,1,"Rania Ryu Wu Matsumoto",2,"903040",""
10000582,1,"Lucy Hao Al-Farsi",2,"903010",""
10000583,1,"Sami Samuel Anderson",2,"902117","LOW RISK"
10000584,1,"Zhang Mitchell",2,"915050",""
10000585,1,"Alexander Zhao Walker",2,"903090",""
10000586,1,"Fatima Samuel Davis Younis",2,"903040",""
10000587,3,"Liang Olivia Jack Wang Anderson",2,"903040",""
10000588,1,"Wei David Takahashi",2,"903090",""
10009932,1,"Amelia King",2,"915001","LOW RISK"
10010201,1,"Taro Rania King",2,"911000","LOW RISK"
10010202,1,"Jin Khadija Shimizu Al-Farooq",2,"911000","LOW RISK"
10010387,1,"Tian Yuan Guo",2,"911000","LOW RISK"
10010390,1,"Harper Young",2,"910000","LOW RISK"
10010391,1,"James Youssef Carter",2,"915001",""
10000218,1,"Mariam Christopher Al-Mansour",2,"903040","LOW RISK"
10000219,1,"Takashi Ibrahim Abigail Nakamura",2,"903040",""
10000220,2,"Robert Nour Liu",2,"903040",""
10000221,1,"Dylan Nicholas Anderson Ishikawa",2,"903040",""
10000222,1,"Joseph Nasir Al-Farooq",2,"903010",""
10000223,1,"Xia Matthew Zhao Johnson",2,"903010",""
10000224,1,"Jia Joshua Walker Shimizu",2,"903050",""
10000225,2,"Hiroshi Matthew Haddad",2,"903040",""
10000226,1,"Lin Jia Sato Mustafa",2,"903040",""
10000227,1,"Xia David Rahman",2,"903040",""
10000228,1,"Scarlett Darwish Al-Farooq",2,"903040",""
10000229,2,"Taro Ali Zayed",2,"903010","LOW RISK"
10000230,1,"Anthony Takahashi",2,"903040","LOW RISK"
10000231,1,"Ella Mia Tian Liu",2,"903010",""
10000232,1,"Chen Zhao",2,"903040",""
10000233,2,"Lei Isabella Chen",2,"903030","LOW RISK"
10000234,1,"Lucy Ota",2,"903040",""
10000235,1,"Olivia Ishikawa",2,"903040",""
10000236,1,"Nour Darwish",2,"903040",""
10000237,3,"Mark Rahman",0,"",""
0,2,"903040",0,"",""
10000238,1,"James Dylan Wang",2,"903040",""
10000239,1,"Mohamed Julian Baker Deng",2,"903040",""
10000240,1,"Satoshi Zain Zayed",2,"903010",""
10000241,1,"Tariq Chloe Michael Tang",2,"902405",""
10000242,1,"Henry Sami Ava Mitchell",2,"902122",""
10000243,2,"Daniel Jack Khan",2,"902125",""
10000244,3,"Ali Yang",2,"903040","LOW RISK"
10000245,1,"Fatima Ahmed Lin",2,"903040",""
10000668,1,"Alexander Johnson Nasir",2,"903040",""
10000669,1,"Olivia Ali Al-Farooq",2,"903040",""
10000670,1,"Haruto Leo Guo",2,"903050",""
10000671,1,"Dylan Takashi Miller",2,"903040",""
10000672,1,"Takashi Mustafa Younis",2,"903010",""
10000673,1,"Mark Robert Xu Liu",2,"903040",""
10000674,1,"Layla Minato Amin",2,"903040",""
10000675,1,"Lei Joseph Zayed",2,"903040",""
10000676,1,"Christopher Michael Nasir Haddad",2,"903040",""
10000677,1,"Fatima Mason Liu",2,"903050",""
10000678,1,"Victoria Ava Harris Young",2,"903050",""
10000679,1,"Madison Chen Liu",2,"903040",""
10000680,3,"Mark Chloe Smith Sato",2,"903010",""
10000681,1,"Dylan Henry Khan",2,"903040",""
10000682,1,"Kenji Haddad",2,"915050",""
10000683,1,"Andrew Hussein Xu",2,"903040",""
10000684,3,"David Aisha Harper Hill",2,"903020","HIGH RISK"
10000685,1,"Sophia Nicholas Baker",2,"903040",""
10000686,1,"Yuki Leo Tang",2,"903040",""
10000687,1,"Khadija Satoshi Al-Farooq",2,"903040",""
10000688,1,"David Ibrahim Johnson",2,"903040",""
10000689,1,"James Rania Smith",2,"903040",""
10000690,1,"Henry Zayed Younis",2,"903010",""
10000691,1,"Nour Thomas Haddad",2,"903040",""
10000692,1,"Ahmed Anthony Matsumoto",2,"903040",""
10000693,1,"Michael El-Sayed",2,"915050","LOW RISK"
10009878,1,"Evelyn Henry Zayed",2,"903050",""
10009880,1,"Lily Minato King",2,"903050",""
10009881,1,"Leo Fatima Sharif",2,"911000",""
10010276,1,"Salma Jin Johnson Walker",2,"911000",""
10010277,1,"Emily Hana Sato",2,"911000",""
10010984,1,"Ava Youssef Amin",2,"915050",""
10000694,1,"Xia King Chen",2,"903040",""
10000695,1,"William Matsumoto",2,"903040",""
10000696,1,"Lily Sato",2,"903040",""
10000697,1,"Chen Hussein",2,"903040",""
10000698,2,"Jacob Madison Thomas Kobayashi",2,"903040","HIGH RISK"
10000699,1,"Joshua Rahman Al-Mohammed",2,"903050",""
10000700,1,"Andrew Harper Al-Mansour",2,"903040",""
10000701,1,"Takashi Aisha Rahman Deng",2,"903040",""
10000702,1,"Yuan Grace Haddad",2,"903050",""
10000703,1,"Harper Tanaka",2,"903050","LOW RISK"
10000704,1,"Layla Zhao Amin",2,"903040",""
10000705,1,"Karim Baker Khan",2,"903040","LOW RISK"
10000706,1,"Evelyn Zayed El-Sayed",2,"903040",""
10000707,1,"Aisha James Zhang",2,"903040",""
10000708,1,"Harper Nathan Moore",2,"903050",""
10000709,1,"Xia Smith",2,"903040",""
10000710,1,"Omar Wright",2,"903040",""
10000711,1,"Mark Al-Farsi",2,"903010",""
10000712,1,"Leo Brown",2,"915050",""
10000713,1,"David Rania Chen Hussein",2,"903010",""
10000714,1,"Benjamin Carter",2,"903010",""
10000715,1,"William Isabella Tanaka Tang",2,"903040",""
10000716,1,"Scarlett Mustafa",2,"903040",""
10000717,1,"Lucy Moore",2,"903040",""
10000718,1,"Mia Young",2,"903040",""
10000719,2,"Lily Dylan Ishikawa",2,"903050","LOW RISK"
10000720,1,"Emily Emma Tanaka",2,"903040",""
10000721,1,"Andrew Nicholas El-Sayed Tanaka",2,"903040",""
10000722,1,"Wei David Youssef Xu Ota",2,"903040",""
10000723,1,"Benjamin Nicholas Sato",2,"903040",""
10000724,1,"Hassan Thomas Al-Mohammed",2,"903040","LOW RISK"
10000725,1,"Michael Xia Miller",2,"903010",""
10000726,1,"Nicholas Johnson Wright",2,"903040",""
10000727,1,"Jia Khadija Smith Shimizu",2,"903040",""
10000728,1,"James Guo",2,"903040",""
10000729,1,"Mason Chen Ishikawa Johnson",2,"915050",""
10000730,1,"Dylan Thomas Joseph Chen Zayed",2,"903010",""
10000731,1,"Jack Kobayashi Yang",2,"903040",""
10000732,2,"Ryu Sami Xu",2,"903040","LOW RISK"
10000733,1,"Nicholas Rahman",2,"915050",""
10000734,1,"Jacob Ava Walker Darwish",2,"903010",""
10000735,1,"Ella Layla Young",2,"903040",""
10021336,2,"Lin Michael Guo Mustafa",0,"",""
10019600,4,"David Hiroshi Johnson",0,"",""
10034393,3,"Satoshi Ibrahim Young",0,"",""
10025006,2,"Wei Chen Sharif",0,"",""
10036285,2,"Robert Mia Rahman",0,"",""
10021204,4,"Matthew Mohamed Baker",0,"",""
10000736,1,"Jia Tariq Qureshi Sharif",2,"903050",""
10000737,1,"Mariam Karim Anderson",2,"903010",""
10000738,1,"Tariq Qureshi",2,"903040",""
10000739,2,"Tariq Younis Fujiwara",2,"903010",""
10000740,2,"Benjamin Shimizu Walker",2,"903010","HIGH RISK"
10000741,1,"Samuel Baker",2,"903040",""
10000742,1,"Isabella Ota",2,"903040",""
10000743,2,"Grace Satoshi Kenji Kobayashi",2,"903040",""
10000744,1,"James Tanaka Li",2,"903040",""
10000745,1,"Akira Mark Amin Young",2,"903010",""
10000746,1,"Mason Shimizu",2,"903040",""
10000747,1,"Anthony Ibrahim Walker Jabari",2,"903040","HIGH RISK"
10000748,1,"Lily Guo Davis",2,"903040","LOW RISK"
10000749,1,"Hao William Aisha Khan Tang",2,"903040",""
10000750,1,"Isabella David Thomas",2,"915050",""
10000751,1,"Ava Ryan Matsumoto",2,"903040",""
10009395,1,"Robert Satoshi Takahashi Rahman",2,"911000",""
10009396,1,"Madison Sato Fujiwara",2,"911000",""
10009401,1,"Omar Hui Lin",2,"911000",""
10009500,1,"Mohamed Ryan Johnson",2,"915050",""
10009501,1,"Ali Sami Chen",2,"915050",""
10000018,1,"Evelyn Christopher Thomas",2,"903090",""
10000019,1,"Andrew Ahmed Yang Sharif",2,"903040",""
10000020,1,"Mohamed Hussein",2,"903040","LOW RISK"
10000021,1,"Scarlett Yuan Grace Takahashi Khan",2,"903040",""
10000022,1,"Benjamin Nicholas Tanaka Brown",2,"903010",""
10000023,1,"Mia Walker Lewis",2,"903040","LOW RISK"
10000024,1,"Jacob Yuki Clark",2,"903040",""
10000025,1,"Jia Amelia Takahashi",2,"903040","LOW RISK"
10000026,1,"Jia Amelia Nasir",2,"903040","LOW RISK"
10000027,1,"Zhang Guo",2,"903040","LOW RISK"
10000028,1,"Isabella Darwish",2,"903040",""
10000029,1,"Grace Wang",2,"903040","LOW RISK"
10000030,2,"Sophia Lily Liu Zayed",2,"903040","LOW RISK"
10000031,1,"Leo Leo Lewis",2,"903040",""
10000032,1,"Ryu Ethan Fahmy",2,"903090",""
10000033,1,"Rania Lily Hill Hill",2,"903040",""
10000034,1,"Hiroshi Nasir Deng",2,"903040","LOW RISK"
10000035,1,"Andrew Isabella Sato Al-Mansour",2,"903090",""
10000036,1,"Hana Zayed Guo",2,"903040",""
10000037,1,"Youssef Ali Chen Huang",2,"915050","LOW RISK"
10000038,1,"Lin Smith",2,"903040",""
10000039,2,"Mark Zayed Walker",2,"903040",""
10000040,1,"William Isabella Hana Mitchell",2,"903050",""
10000041,1,"Christopher Mariam Wright",2,"915050",""
10000042,1,"Xia Jin Clark",2,"903040",""
10000043,1,"Satoshi Harris",2,"903040",""
10000044,1,"Evelyn Al-Mansour",2,"903040",""
10000045,1,"Xia Shimizu Liu",2,"903040",""
10000046,1,"Lei Dylan Nakamura",2,"903040",""
10000047,1,"Haruto Jack Shimizu",2,"903090",""
10000048,1,"Ethan Alexander Johnson",2,"903040",""
10000049,1,"Leo Nathan Walker",2,"903090",""
10000050,1,"Harper Mohamed Satoshi Nasir",2,"915050",""
10000051,1,"Lin Sophia Moore Al-Mansour",2,"903040",""
10000052,1,"Samuel Mariam Fahmy",2,"903040",""
10000053,1,"Karim Younis Brown",2,"903040",""
10009495,1,"Amelia Victoria Lucy Rahman",2,"910500",""
10009900,1,"Joshua Julian Ota",2,"903090","LOW RISK"
10009922,1,"Ella Layla Liu",2,"915050",""
10010166,5,"Khadija Haruto Ali Hill",2,"911000","LOW RISK"
10010278,1,"Karim Jack Joseph White Xu",2,"903050",""
10000054,1,"Chloe Hao Younis",2,"903040",""
10000055,1,"David Al-Mohammed",2,"903040",""
10000056,1,"Ryan Yang",2,"903040",""
10000057,1,"Ahmed Robert Omar Harris",2,"903040",""
10000058,1,"Madison Isabella Amin",2,"903040",""
10000059,1,"Harper Liu",2,"903040",""
10000060,1,"Michael Brown",2,"903040",""
10000061,1,"Ethan Hussein",2,"903040","LOW RISK"
10000062,1,"Thomas Alexander Al-Farooq",2,"903040",""
10000063,2,"Ella Sharif El-Sayed",2,"903010",""
10000064,1,"Grace Zainab Guo",2,"903040",""
10000065,1,"Thomas Khadija Clark Tang",2,"902130",""
10000066,1,"Anthony Joshua Rahman",2,"903040",""
10000067,1,"Zhang Ota Wright",2,"903040",""
10000068,1,"Salma Sharif",2,"903040",""
10000069,1,"Alexander Zayed Young",2,"903040",""
10000070,1,"Hao Hao Hill Mustafa",2,"903050",""
10000071,1,"Emily Ahmed Taro Sato",2,"903040",""
10000072,3,"Mia Taro Ota Tang",2,"902199",""
10000073,1,"Matthew Lin Guo",2,"903040",""
10000074,1,"Grace Ava Layla Sharif",2,"903040",""
10000075,1,"Taro Hiroshi Zayed",2,"903040",""
10000076,1,"Takashi Robert Wright",2,"903040",""
10000077,1,"Aisha Robert Shimizu",2,"903040",""
10000078,1,"Chen Andrew Smith Hill",2,"903040",""
10000079,1,"Julian Miller",2,"903040",""
10000080,1,"Evelyn Leo Jack Mitchell Lewis",2,"903040",""
10000081,2,"Scarlett Charlotte Yang El-Sayed",2,"903040","LOW RISK"
10000082,1,"Mohamed Deng",2,"902405",""
10000083,1,"Sami Satoshi Moore Fahmy",2,"903040","LOW RISK"
10000084,1,"Hiroshi Sharif",2,"903040",""
10000085,1,"Joseph Kenji Al-Farooq Rahman",2,"903050","LOW RISK"
10000086,1,"Thomas Lucy Walker",2,"903050",""
10000087,1,"Leo Kobayashi",2,"903040",""
10000088,1,"Mark Owen Qureshi",2,"903050",""
10000089,1,"Hao Mustafa",2,"903040",""
10000090,1,"Evelyn Lin Zhang Khan",2,"903040",""
10000091,1,"Anthony Jacob Shimizu",2,"903040",""
10000092,1,"Lucy Nicholas Al-Mohammed Yang",2,"903040",""
10000093,2,"Yuan Lin Rahman",2,"903040",""
10000094,1,"Haruto Zhao",2,"903040",""
10000095,1,"Grace Hiroshi Zhang",2,"903040",""
10000096,1,"Amelia Zain",2,"903040",""
10000097,1,"Matthew William Al-Farsi",2,"903040",""
10000098,1,"Jack Thomas",2,"903010",""
10000099,1,"Emily Al-Farooq Davis",2,"903040",""
10000100,1,"Nathan Jin Sato",2,"902126",""
10000101,1,"Jacob Nicholas Tang",2,"903050",""
10000102,1,"Liang Zayed",2,"903040","LOW RISK"
10000103,1,"Wei Liang Hussein",2,"902125",""
10000104,1,"Aisha Ethan Rahman Zhao",2,"903050",""
10000105,1,"Michael Hana James Wang",2,"903040",""
10000106,1,"Hao Benjamin Jin Lin Chen",2,"903040",""
10000107,1,"Grace Khan",2,"903040",""
10000108,1,"Madison Xia Ishikawa Fujiwara",2,"903040",""
10000109,1,"Ava Lin Mariam Tanaka Qureshi",2,"903090",""
10000110,1,"Joshua Liu",2,"903050",""
10000111,1,"Takashi Zhang Young Nasir",2,"903040",""
10000112,1,"Zhang Hui Hussein",2,"903040",""
10010170,1,"Emily Abigail Amin",2,"902319",""
10010171,1,"Benjamin Michael Zhang",2,"902190",""
10010210,1,"Yuki Youssef Zain",2,"903050",""
10010285,1,"Ali Harper White",2,"903050",""
10010286,1,"Ibrahim Evelyn Lin Mitchell",2,"915050",""
10000113,1,"Christopher Lucy Liu",2,"903040",""
10000114,1,"Omar Lily Wright",2,"902137",""
10000115,1,"Akira Xu El-Sayed",2,"903040",""
10000116,1,"Karim Hui Sato",2,"903040","LOW RISK"
10000117,1,"William Tariq Miller Al-Farooq",2,"903040",""
10000118,1,"Mark Yuan Wright",2,"903040",""
10000119,1,"Layla Nathan Zayed",2,"903050",""
10000120,1,"Joseph Zain",2,"903090","LOW RISK"
10000121,1,"Kenji Isabella Guo",2,"903040",""
10000122,1,"Joseph Thomas Xu",2,"903040",""
10000123,1,"Owen Ali Hill Liu",2,"903040",""
10000124,2,"Zainab Deng Anderson",2,"903040","LOW RISK"
10000125,1,"Mark Olivia Henry White",2,"903050",""
10000126,1,"Karim Abigail Haddad",2,"903040",""
10000127,1,"Sophia Liang Salma Fujiwara",2,"903040",""
10000128,1,"Wei Robert Jabari Khan",2,"903040",""
10000912,3,"Mark Ahmed Walker",2,"903030",""
10000913,1,"Akira Mark Amelia Rahman",2,"903040",""
10000914,1,"Jia Harris Zayed",2,"903040",""
10001600,1,"Aisha Takashi Takahashi Moore",2,"903040",""
10001601,1,"Anthony Lin Fujiwara",2,"915050",""
10001602,1,"Nathan Emily Haddad",2,"903040",""
10001603,1,"Kenji Harper Zayed",2,"903040","HIGH RISK"
10001604,1,"Samuel Yuan Hussein",2,"903040",""
10001605,1,"Youssef Emily Michael Tanaka Lewis",2,"902190","LOW RISK"
10001606,1,"Julian Brown Mitchell",2,"903040","LOW RISK"
10001607,1,"Ella Andrew Wright",2,"903040",""
10001608,1,"Lei Salma White Fahmy",2,"903050",""
10001609,1,"Satoshi David Ella Brown Clark",2,"911000",""
10001610,1,"Youssef Owen Haruto Brown",2,"911000",""
10001611,1,"Joseph Ali Deng",2,"903040",""
10001612,1,"Sami Carter",2,"903040","LOW RISK"
10001613,1,"Sophia Wang Lin",2,"903040",""
10001614,1,"Christopher Ella Chen Younis",2,"915050",""
10001615,1,"Rania Jia Nakamura Lin",2,"911000",""
10001616,1,"Scarlett Jack Mitchell",2,"903040",""
10001617,1,"Tian Wu",2,"903040",""
10001618,1,"Dylan Liang Rahman Xu",2,"915050","LOW RISK"
10001619,1,"Layla Henry Sharif",2,"915050",""
10001620,1,"Layla Lin Al-Farsi",2,"915050","LOW RISK"
10001621,1,"Chen Amin",2,"911000","LOW RISK"
10001622,1,"Hui Hui Hui Zayed Tanaka",2,"911000",""
10001623,1,"Takashi Miller Zayed",2,"911000",""
10001624,1,"Rania Xia Chen Fahmy",2,"911000",""
10001625,1,"Jacob Li Li",2,"915050",""
10001626,1,"Minato Tariq Moore",2,"903040",""
10001627,1,"Julian Zain",2,"903040",""
10001628,1,"Lin Scarlett Nakamura",2,"903040",""
10001629,1,"Khadija Michael El-Sayed Johnson",2,"903040","LOW RISK"
10001630,1,"Karim Amin",2,"911000","LOW RISK"
10001631,1,"Youssef Fahmy",2,"903040",""
10001632,1,"Olivia Layla Sharif",2,"911000","LOW RISK"
10001633,1,"Isabella Anthony Mark Miller",2,"903040",""
10009886,1,"Wei Andrew Al-Mohammed Chen",2,"915050",""
10000752,1,"Ahmed Ali Nakamura",2,"903040",""
10000753,1,"Layla Lucy Young",2,"903090",""
10000754,1,"Lucy Abigail Tanaka",2,"915050",""
10000755,2,"Alexander Xia Lewis Amin",2,"903040","HIGH RISK"
10000756,1,"Wei Carter",2,"903090",""
10000757,1,"Aisha Khan",2,"903090","LOW RISK"
10000758,1,"Nathan Ibrahim Takahashi",2,"903010",""
